List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;./Cart_GetList.php?listId=4&filename=full;;;;;;
1;Maintenance;8BitCadeXL/category-screens/Maintenance.png;;;;;;;;;;;;;
1;Battery Test;8BitCadeXL/Maintenance/Battery Test.png;8BitCadeXL/Maintenance/Battery Test.hex;;;1.0;Jack Daly;Test the battery on your 8BitCadeXL;;;;;;;
6;Deep Dish Nine;8BitCadeXL/Board/DeepDish9.png;8BitCadeXL/Board/DeepDish9.hex;;;1.0;fentonc;You have to pilot a spacecraft around the TRAPPIST-1 system (a recently discovered star with 7 earth-sized planets orbiting it) while delivering pizzas. The goal is to try to make it onto the high-score board by minimizing delivery time and fuel usage.;;https://community.arduboy.com/t/deep-dish-nine-a-game-of-pizza-delivery-and-orbital-mechanics/3801;http://www.chrisfenton.com/deep-dish-nine/;24;38;0;
6;Dominoes;8BitCadeXL/Board/Dominoes.png;8BitCadeXL/Board/Dominoes.hex;;;1.0;Press Play On Tape;All Fives is a popular variant of Dominoes where players the goal of the game is not just to go out, but to make the open ends of the layout add up to 5 (or a multiple of five). One or two players.;;https://community.arduboy.com/t/domino-all-fives-two-player/8087;https://github.com/Press-Play-On-Tape/Dominoes;401;503;0;
6;Farkle;8BitCadeXL/Board/Farkle.png;8BitCadeXL/Board/Farkle.hex;;;1.0;Press Play On Tape;A dice game of tactics and luck.;;https://community.arduboy.com/t/farkle-a-dice-game/6568;https://github.com/Press-Play-On-Tape/Farkle;101;179;0;
6;German Whist;8BitCadeXL/Board/Germanwhist.png;8BitCadeXL/Board/Germanwhist.hex;;;1.0;Press Play On Tape;German Whist is an adaptation of classic Whist for two players. There is nothing German about it - as far as anyone can tell it is of British origin.;;https://community.arduboy.com/t/german-whist-v1-0-0/8150;https://github.com/Press-Play-On-Tape/Whist;na;na;na;
6;Hangman;8BitCadeXL/Board/Hangman.png;8BitCadeXL/Board/Hangman.hex;;;1.2.0;Serisman;Classic hangman game with nearly 800 words.;;https://community.arduboy.com/t/wip-hangman-by-serisman-1-2-0/6268;https://github.com/serisman/arduboy-hangman;88;91;0;
6;Hippodrome;8BitCadeXL/Board/Hippodrome.png;8BitCadeXL/Board/Hippodrome.hex;;;1.0;Miguel Riaza Valverde;Hippodrome is a variant of single-player chess where the knights start in the first row and the rest of the pieces, except one, is randomly distributed in the remaining squares. The game consists in taking the knights to the last row, the capture of pieces is not allowed.;;;;;;;
6;Knight Move;8BitCadeXL/Board/Knightmove.png;8BitCadeXL/Board/Knightmove.hex;;;1.0;Cedric Martin;An action-puzzle game where you control a knight piece of the chess which can move in an L shape on the 8x4 board.;;https://community.arduboy.com/t/knight-move-a-puzzle-platform-game-using-knight/8587;https://github.com/obono/ArduboyWorks;656;687;0;
6;Kooky Kookies;8BitCadeXL/Board/KOOKY.png;8BitCadeXL/Board/KOOKY.hex;;;1.0;shdwwzrd;Santa has delivered the presents and filled the stockings. Help Santa eat the cookies before the kids wake up and discover him in this match 2 puzzle game. Build bigger sets to get extra time and lots of points.;;https://community.arduboy.com/t/kooky-kookies-neo-retro-game/4565;;989;995;0;
6;Micro Checkers;8BitCadeXL/Board/Micro Checkers.png;8BitCadeXL/Board/Micro Checkers.hex;;;1.0;Jezzamon;The classic Chinese game of checkers.;;https://community.arduboy.com/t/microcheckers-multiplayer-checkers/1763;https://github.com/Jezzamonn/MicroCheckers;na;na;na;
6;Psi Colo;8BitCadeXL/Board/Psicolo.png;8BitCadeXL/Board/Psicolo.hex;;;1.0;Obono;A puzzle game with dice.;;https://community.arduboy.com/t/psi-colo-a-puzzle-game-with-dice/6148;https://github.com/obono/ArduboyWorks;896;923;0;
6;Quarto;8BitCadeXL/Board/Quarto.png;8BitCadeXL/Board/Quarto.hex;;;1.0;Obono;An abstract strategy board game played on a 4x4 board with 16 unique pieces.;;https://community.arduboy.com/t/quarto-an-abstract-strategy-board-game/8226;https://github.com/obono/ArduboyWorks;992;1007;0;
6;Reversi;8BitCadeXL/Board/Reversi.png;8BitCadeXL/Board/Reversi.hex;;;1.0;Obono;Reversi is a strategy board game for two players, played on an 8x8 uncheckered board.;;https://community.arduboy.com/t/reversi-a-simple-board-game/6754;https://github.com/obono/ArduboyWorks;928;959;0;
6;SameGame;8BitCadeXL/Board/Samegame.png;8BitCadeXL/Board/Samegame.hex;;;1.0;Obono;A famous tile-matching puzzle.;;https://community.arduboy.com/t/samegame-a-famous-tile-matching-puzzle/8407;https://github.com/obono/ArduboyWorks;688;735;0;
6;Sudoku;8BitCadeXL/Board/Sudoku.png;8BitCadeXL/Board/Sudoku.hex;;;1.0;neilsunw;Play Sudoku on your Arduboy. Includes 45 puzzles (easy, medium, hard) and allows custom puzzles to be entered manually or via serial input.;;https://community.arduboy.com/t/sudoku-nbp-arduboy-game/1713;https://github.com/neilsunw/sudoku_AB_v11;16;891;0;
6;Tic Tac Toe;8BitCadeXL/Board/Tic Tac Toe.png;8BitCadeXL/Board/Tic Tac Toe.hex;;;1.0;Unknown;Yes, its tic tac toe (noughts and crosses).;;;;;;;
6;Tic Tac Curly;8BitCadeXL/Board/TicTac Curly.png;8BitCadeXL/Board/TicTac Curly.hex;;;1.0;Curly;Tic Tac Toe by Curly.;;https://community.arduboy.com/t/tic-tac-curly/3173;https://github.com/curlyc/TicTacCurly;na;na;na;
6;MicroTD;8BitCadeXL/Board/Tower_Def.png;8BitCadeXL/Board/Tower_Def.hex;;;1.1;drummyfish;Defend your territory from the enemy attackers.;;https://community.arduboy.com/t/microtd-tower-defense-for-arduboy/6223;https://gitlab.com/drummyfish/Arduboy_TD;202;207;0;
6;Santa's Happy Little Packer;8BitCadeXL/Board/Xmas_Puz.png;8BitCadeXL/Board/Xmas_Puz.hex;;;1.0;eried;Santa needs help, he has a lot of gifts and you need to fit them in his sleigh filling all the spaces.;;https://community.arduboy.com/t/santas-happy-little-packer-help-santa-to-fill-the-sleigh/4623;https://github.com/eried/ArduboyXmasGame;;;;
6;Yatzy;8BitCadeXL/Board/Yatzy.png;8BitCadeXL/Board/Yatzy.hex;;;1.3;shdwwzrd;A dice game where you need to role combinations before running out of attempts.;;https://community.arduboy.com/t/yatzy-a-neo-retro-game/3295;;986;987;0;
7;Creative;8BitCadeXL/category-screens/Creative.png;;;;;;;;;;;;;
7;8BitCADE_Assistant;8BitCadeXL/Creative/8BitCADE_Assistant.png;8BitCadeXL/Creative/8BitCADE_Assistant.hex;;;1.0;Crait;Arduboy Assistant is a program that allows you to manage an Arduboy's EEPROM as well as test several hardware and software components.;;;;;;;
7;Apprentice Wizard;8BitCadeXL/Creative/Apprentice Wizard.png;8BitCadeXL/Creative/Apprentice Wizard.hex;;;1.0;inajob;This game teaches you the way to draw 'MagicalCircle'.;;;;;;;
7;Arduart;8BitCadeXL/Creative/Arduart.png;8BitCadeXL/Creative/Arduart.hex;;;1.0;Unknown;A simple drawing program.;;;;;;;
7;Arduboy Sprite Editor (ASE);8BitCadeXL/Creative/Draw_A_Sprite.png;8BitCadeXL/Creative/Draw_A_Sprite.hex;;;1.0;PMWasson;ASE - a sprite editor for Arduboy games that runs on the Arduboy.;;https://community.arduboy.com/t/arduboy-sprite-editor-ase/8315;https://github.com/pmwasson/ASE;509;1023;0;
7;Etch A Sketch;8BitCadeXL/Creative/Etch Sketch.png;8BitCadeXL/Creative/Etch Sketch.hex;;;1.0;Jack Daly;An etch-a-sketch on the Arduboy!;;;;;;;
7;Coder's Toolbox;8BitCadeXL/Creative/CodersToolbox.png;8BitCadeXL/Creative/CodersToolbox.hex;;;1.0;Press Play on Tape;A toolbox of tools for developing ArduboyTones compatible music and Sprites compatible images. The toolbox permits you to save the progress of your creations in EEPROM allowing you to complete your masterpieces over a number of sessions. Once complete, the output can be downloaded using a serial monitor (like that shipped with the Arduino IDE) in a format you can then paste directly into an Arduboy sketch.;;https://community.arduboy.com/t/coders-toolbox-game-jam-4/8279;https://github.com/Press-Play-On-Tape/CodersToolbox;25;1023;0;
8;Favourite;8BitCadeXL/category-screens/Favourite.png;;;;;;;;;;;;;
8;Orbs;8BitCadeXL/Favourite/Orbs.png;8BitCadeXL/Favourite/Orbs.hex;;;1.0;jmosk;Orbs is losely based on the concept of the PC game Osmos. The user owns an orb that is to capture the other orbs in its universe. The user's orb is distinguished by sparkles blinking inside of the orb. To win, all other Orbs are to be captured.;;https://community.arduboy.com/t/orbs-game-inspired-by-osmos/10224;https://github.com/jmosk/orbs;;;;
9;Fighting;8BitCadeXL/category-screens/Fighting.png;;;;;;;;;;;;;
9;BattleNetBoy;8BitCadeXL/Fighting/Battle Net Boy.png;8BitCadeXL/Fighting/Battle Net Boy.hex;;;1.0;Suma;This game is inspired by 'Mega Man Battle Network' and is an action card game. ;;;;;;;
9;Festive Fight;8BitCadeXL/Fighting/Festive Fight.png;8BitCadeXL/Fighting/Festive Fight.hex;;;1.0;Crait;Holiday mascots from throughout the calendar must fight in order to compete for the affection of the children throughout the world for some weird reason.;;https://community.arduboy.com/t/festive-fight-a-holiday-fighting-game/4622;;na;na;na;
9;Karateka;8BitCadeXL/Fighting/Karateka.png;8BitCadeXL/Fighting/Karateka.hex;;;0.9;Press Play On Tape;Rescue Princess Mariko from within the Akum'a castle fortress.;;https://community.arduboy.com/t/karateka-v0-9/4852;https://github.com/Press-Play-On-Tape/Karateka;na;na;na;
9;Kung Fu Escape;8BitCadeXL/Fighting/KFu_Esc.png;8BitCadeXL/Fighting/KFu_Esc.hex;;;1.0;Sazazel;Enter the dragon! Battle enemies using an array of flying kicks, normal kicks and punches.;;https://community.arduboy.com/t/kung-fu-escape-arcade-game/8373;https://github.com/MrSazazel/Kung_Fu_Escape;na;na;na;
9;Pocket Fighter;8BitCadeXL/Fighting/Pocket_fighter.png;8BitCadeXL/Fighting/Pocket_fighter.hex;;;1.0;WangRenxin;Pocket Fighter is an FTG, you can compete with your Arduboy. The CPU will repeat your actions at previous level.;;https://community.arduboy.com/t/pocket-fighter-an-ftg/2989;https://github.com/pocket-arduino/pocket_fighter;904;904;0;
10;Multi;8BitCadeXL/category-screens/Multi.png;;;;;;;;;;;;;
10;3in1A;8BitCadeXL/Multi/3in1A.png;8BitCadeXL/Multi/3in1A.hex;;;1.0;Daniel C (Electro L.I.B);Three games in one - Space Invaders, Pinball and Pacman.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1xqWnXN_463UetaXq6PyVUGB_f_at8qCd;na;na;na;
10;3in1B;8BitCadeXL/Multi/3in1B.png;8BitCadeXL/Multi/3in1B.hex;;;1.0;Daniel C (Electro L.I.B);Three games in one - Tiny Bomber, Tiny Arkanoid, Tiny Gilbert.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1xse6VPnKw-HqvMJnNVI_gTZk417Utx_s;na;na;na;
10;3in1C;8BitCadeXL/Multi/3in1C.png;8BitCadeXL/Multi/3in1C.hex;;;1.0;Daniel C (Electro L.I.B);Three games in one - Tiny Bert, Tiny Bike, Tiny Trick.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1fWsFzCjaQgdQCJbFZescxiZpGgobjYha;na;na;na;
10;3in1D;8BitCadeXL/Multi/3in1D.png;8BitCadeXL/Multi/3in1D.hex;;;1.0;Daniel C (Electro L.I.B);Three games in one - Tiny DDug, Tiny Plaque, Tiny Tris.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1OT24MOOqKJlgXeFPIuMhO8Yzm8M_vFS3;17;22;0;
10;3in1E;8BitCadeXL/Multi/3in1E.png;8BitCadeXL/Multi/3in1E.hex;;;1.0;Daniel C (Electro L.I.B);Three games in one - Tiny Missile, Tiny Morpion, Tiny Pipe;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=11JHn4g3BesoSKUYAx-X4tzLa-TEbuY5y;;;;
10;3in1F;8BitCadeXL/Multi/3in1F.png;8BitCadeXL/Multi/3in1F.hex;;;1.0;Unknown;Three games in one - Blocks Arcade, Blocks Puzzle, Bridge Builder.;;;;;;;
11;Platformer;8BitCadeXL/category-screens/Platformer.png;;;;;;;;;;;;;
11;Arduminer;8BitCadeXL/Platformer/ArduMine.png;8BitCadeXL/Platformer/ArduMine.hex;;;1.0;Bergasms;Mining, crafting and combat on your arduboy. Explore 64 procedurally generated levels, conquer dungeons and upgrade your kit to survive progressively stronger enemies.;;https://community.arduboy.com/t/arduminer-terraria-like-game-by-bergasms/2939;www.bergasms.com/arduboy/Arduminer/Arduminer_1.1/Arduminer.zip;255;281;0;
11;Blade Runner;8BitCadeXL/Platformer/Blade Runner.png;8BitCadeXL/Platformer/Blade Runner.hex;;;1.0;NoobGeek;Your task is to move from one platform to another through the constructed blade-bridge. If you get to the exact center of the bridge, you earn one coin. Perfect hit 5 times in a row gives +5 coins. At the hard level, these indicators double. Well, also you will find a small bonus in the store :);;https://community.arduboy.com/t/blade-runner/9698;https://github.com/NoobGeek-Ilya/BladeRunner;;;;
11;Burgard Time;8BitCadeXL/Platformer/BurgardTime.png;8BitCadeXL/Platformer/BurgardTime.hex;;;1.0;pixelplatforms;Peter Pepper  must walk over hamburger ingredients located across a maze of platforms while avoiding characters who pursue him.;;https://community.arduboy.com/t/new-game-burgardtime/2052;https://github.com/gdmcvittie/BurgardTime;na;na;na;
11;Castle Boy;8BitCadeXL/Platformer/CastleBoy.png;8BitCadeXL/Platformer/CastleBoy.hex;;;1.0;jlauener;A Castlvania demake.;;https://community.arduboy.com/t/castleboy-castlevania-demake/3011;https://github.com/jlauener/CastleBoy;na;na;na;
11;Choplifter;8BitCadeXL/Platformer/Choplifter.png;8BitCadeXL/Platformer/Choplifter.hex;;;1.1.1;Press Play On Tape;Rescue the hostages from behind enemy lines - but look out for the tanks that patrol the grounds! An Apple II remake!;;https://community.arduboy.com/t/choplifter-v1-1-1/4867;https://github.com/Press-Play-On-Tape/Choplifter;na;na;na;
11;Chri-Bocchi Cat;8BitCadeXL/Platformer/Chribocchi.png;8BitCadeXL/Platformer/Chribocchi.hex;;;1.0;Obono;Chri-Bocchi Cat - A simple action game where move the cat and bounce gift boxes for 2 minutes.;;https://community.arduboy.com/t/chri-bocchi-cat-a-simple-action-game/4571;https://github.com/obono/ArduboyWorks;832;863;0;
11;Crabator;8BitCadeXL/Platformer/Crabator.png;8BitCadeXL/Platformer/Crabator.hex;;;1.0;R0d0t;Crabator is an intense action game where you kill crabs to make money to buy weapons to kill crabs to make money, etc. but watch out, the more crabs you kill the more they are.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=958;;0;59;0;
11;Epic Cratres of Mass Destruction;8BitCadeXL/Platformer/Ecomd.png;8BitCadeXL/Platformer/Ecomd.hex;;;1.0;Team ARG;Obviously .. something went wrong. That's for sure! You are hired to fix it. No questions asked. Licensed to shoot all that moves!;;https://community.arduboy.com/t/epic-crates-of-mass-destruction-fifth-team-a-r-g-game/712;;na;na;na;
11;Escaper Droid;8BitCadeXL/Platformer/Escaper Droid.png;8BitCadeXL/Platformer/Escaper Droid.hex;;;1.0;Team ARG;Demo unfinished game.;;;;;;;
11;Ninja Fuzzgrawth;8BitCadeXL/Platformer/Fuzzgrawth.png;8BitCadeXL/Platformer/Fuzzgrawth.hex;;;1.0;Hundstrasse;Guide the Fuzzgrawth up the three towers to collect the three 'things'! It's a fast paced platformer against the clock with randomly ordered levels.;;https://community.arduboy.com/t/ninja-fuzzgrawth-version-1-0-released/4211;https://hundstrasse.com/arduboy-games/ninja-fuzzgrawth/;na;na;na;
11;Glove;8BitCadeXL/Platformer/Glove.png;8BitCadeXL/Platformer/Glove.hex;;;1.0;fuopy;Glove is an action-adventure game created in the style of the classic Gauntlet series. Navigate from room to room, blasting bad guys and collecting treasure along the way;;https://community.arduboy.com/t/glove-a-lighter-softer-cozier-gauntlet/214;https://github.com/fuopy/glove;300;399;0;
11;Not Just A Hat Rack;8BitCadeXL/Platformer/Hatrack.png;8BitCadeXL/Platformer/Hatrack.hex;;;1.0;Hundstrasse;A fast paced platformer.;;https://community.arduboy.com/t/not-just-a-hat-rack-fast-paced-platformer/3083;https://hundstrasse.com/not-just-a-hat-rack/;na;na;na;
11;Hollow Seeker;8BitCadeXL/Platformer/Hollow.png;8BitCadeXL/Platformer/Hollow.hex;;;1.0;Obono;Go forward in right direction. Seek a hollow as refuge not to be crushed.;;https://community.arduboy.com/t/hollow-seeker-a-simple-action-game/2594;https://github.com/obono/ArduboyWorks;768;799;0;
11;Hopper;8BitCadeXL/Platformer/Hopper.png;8BitCadeXL/Platformer/Hopper.hex;;;1.0;Obono;There are square panels around you. You must jump on them and go up (foreground side). If you miss the panel and fall toward bottom, the game is over.;;https://community.arduboy.com/t/hopper-a-simple-action-game/4293;https://github.com/obono/ArduboyWorks;800;831;0;
11;Journey To The Moon;8BitCadeXL/Platformer/Journey ToThe Moon.png;8BitCadeXL/Platformer/Journey ToThe Moon.hex;;;1.0;as;Despite not having anything to do with a journey to the moon, the game is a 2D sidescrolling platformer with RPG elements including the ability to use a weapon to attack, a health and experience bar, and an attack stat. The general backstory involves aliens invading your planet, and the player hunting them down because it's sort of fun.;;;;;;;
11;Joustish;8BitCadeXL/Platformer/Joustish.png;8BitCadeXL/Platformer/Joustish.hex;;;1.0;wuuff;A game quite like Joust!;;https://community.arduboy.com/t/joustish-a-game-quite-like-joust/5504;https://github.com/wuuff/joustish;709;744;0;
11;Kong;8BitCadeXL/Platformer/Kong.png;8BitCadeXL/Platformer/Kong.hex;;;1.0.3;Press Play On Tape;A remake of the classic Game and Watch game Donkey Kong. Kong has stolen your lunch again. Avoid the barrels and topple the gorilla to retrieve it!;;https://community.arduboy.com/t/kong-1-0-3/7962;https://github.com/Press-Play-On-Tape/Kong;453;479;0;
11;Kong II;8BitCadeXL/Platformer/Kong2.png;8BitCadeXL/Platformer/Kong2.hex;;;1.0;Press Play On Tape;A remake of the classic Game and Watch game Donkey Kong II. Kong has been locked up but Kong Jnr can save him!;;https://community.arduboy.com/t/kong-ii-1-0-0/8549;https://github.com/Press-Play-On-Tape/Kong-II;713;719;0;
11;Lion Tamer;8BitCadeXL/Platformer/LionTamer.png;8BitCadeXL/Platformer/LionTamer.hex;;;1.0;Press Play On Tape;Inspired by yet another Game and Watch - PPOT presents Lion Tamer. Someone has left the lion's cage doors open! Keep them from escaping by blocking their path with your trusty chair. Play alone or with a second lion tamer!;;https://community.arduboy.com/t/lion-tamer-game-jam-5/9135;https://github.com/Press-Play-On-Tape/Lion;206;220;0;
11;Midnight Wild;8BitCadeXL/Platformer/Midnight Wild.png;8BitCadeXL/Platformer/Midnight Wild.hex;;;1.3;Crait;Something's gone awry out West! Help Dusty Argile adventure out and defeat the baddies who are causing a commotion and stopping him from getting a good night's rest. Put them to sleep with your handy lasso and rack up as many points as you can, but watch out for falling barrels, cacti, whirling tumbleweeds, snakes, and coyotes! Most of all, watch out for the mad bull and crazy Texan twister!;;https://community.arduboy.com/t/midnight-wild-a-cowboy-themed-metroidvania/5623;http://crait.net/download.php?file=MidnightWild.zip;626;627;0;
11;Mystic Balloon;8BitCadeXL/Platformer/Mystic_Balloon.png;8BitCadeXL/Platformer/Mystic_Balloon.hex;;;1.0;Team ARG;Jump around, jump up and get down, jump around, float around, jump float, jump, float. Collect those coins.;;https://community.arduboy.com/t/mystic-balloon-9th-team-a-r-g-game-39-levels/1983;https://github.com/Gaveno/ID-34-Mystic-Balloon;67;79;0;
11;OhMummy;8BitCadeXL/Platformer/Oh Mummy.png;8BitCadeXL/Platformer/Oh Mummy.hex;;;1.0;MattVic;Heavily influenced by an Amsoft classic, attack advancing mummies and loot the pyramids.;;https://community.arduboy.com/t/new-game-ohmummy/7181;https://mattvic79.wordpress.com/oh-mummy/;;;;
11;Omega Horizon;8BitCadeXL/Platformer/OmegaHorizon.png;8BitCadeXL/Platformer/OmegaHorizon.hex;;;1.3;shdwwzrd;The planet of Turnax has extensive mineral deposits of high value to the Interplanetary Allied Confederation (IPAC). Recent unanticipated attacks by primative species have proven damaging to mining operations. Your mission is to eliminate the primitive hierarchy in minimal time.;;https://community.arduboy.com/t/omega-horizon-a-neo-retro-game/3620;,;na;na;na;
11;Poitto;8BitCadeXL/Platformer/Poitto.png;8BitCadeXL/Platformer/Poitto.hex;;;1.0;inajob;An action puzzle game.;;https://community.arduboy.com/t/poitto-action-pullzle-game/4087;https://github.com/inajob/poitto;na;na;na;
11;Square Nose;8BitCadeXL/Platformer/SquareNose.png;8BitCadeXL/Platformer/SquareNose.hex;;;1.0;JuiceLizard;In a near future, in 1996, two international companies fight against each other to reign on the pet dry food market. So, what are you waiting for? Let's go! Eat them all, Square Nose!;;https://community.arduboy.com/t/square-nose-the-squarrel/6226;https://github.com/JuiceLizard/SquareNose;na;na;na;
11;Squario;8BitCadeXL/Platformer/Squario.png;8BitCadeXL/Platformer/Squario.hex;;;1.0;Chris;Here is is the jumping square man adventure you've all been looking for! Jump over chasms! Jump on top of bad guys! Jump into Question blocks and get points! Points!!;;https://community.arduboy.com/t/squario-the-ultimate-adventure/1257;https://github.com/arduboychris/Squario;50;99;0;
11;The Pit;8BitCadeXL/Platformer/The Pit.png;8BitCadeXL/Platformer/The Pit.hex;;;1.0;Unknown;Avoid the falling objects.;;;;;;;
11;Tiny Pipe;8BitCadeXL/Platformer/Tiny Pipe.png;8BitCadeXL/Platformer/Tiny Pipe.hex;;;1.0;Daniel C (Electro L.I.B);;;;;;;;
11;Tiny Bert;8BitCadeXL/Arcade/Tiny Bert.png;8BitCadeXL/Arcade/Tiny Bert.hex;;;1.0;Daniel C (Electro L.I.B);Move Bert between the squares by jumping about avoiding the bad guys.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1vKUBZahmofEcEgrL_OlXQKrAiZvigSq5;na;na;na;
11;Umeroose;8BitCadeXL/Platformer/Umeroose.png;8BitCadeXL/Platformer/Umeroose.hex;;;1.0;Unknown;A game like Infinite Petit Petit. Addictive.;;http://blog.livedoor.jp/cobinee/archives/1908486.html;https://drive.google.com/open?id=0B-h3onC0rh-ddUthQXVqLVhlUVU;;;;
11;Zoo at Midnight;8BitCadeXL/Platformer/Zoo Midnight.png;8BitCadeXL/Platformer/Zoo Midnight.hex;;;1.0;Hundstrasse;Scrawf must sneak around the zoo to collect the food ans feed the animals before and escaping - all without being caught in the flashlight beam of the zoo wardens!;;https://community.arduboy.com/t/zoo-at-midnight-version-1-0-released/3524;https://hundstrasse.com/arduboy-games/zoo-at-midnight/;na;na;na;
12;Puzzle;8BitCadeXL/category-screens/Puzzle.png;;;;;;;;;;;;;
12;Hashi;8BitCadeXL/Puzzle/hashi.png;8BitCadeXL/Puzzle/hashi.v1.2.XL.hex;;;1.2;snboot9000;Hashiwokakero 2 is a Japanese number puzzle. Given a set of islands on a 2D grid, each island having a number between 1 and 8, the goal is to build bridges connecting all islands.;;https://community.arduboy.com/t/hashi-japanese-bridge-building-number-puzzle-hashiwokakero-with-144-;https://gitlab.com/nowozin/hashiarduboy/-/tree/main;;;;
12;LeWord;8BitCadeXL/Puzzle/LeWord.png;8BitCadeXL/Puzzle/LeWord.hex;8BitCadeXL/Puzzle/LeWord.bin;;1.0;Press Play On Tape;The NY Times classic word game in English and French.;;https://community.arduboy.com/t/leword-v1-2/10339;https://github.com/Press-Play-On-Tape/LeWord;78;121;0;
12;Buttons Trail;8BitCadeXL/Puzzle/ButtonsTrail.png;8BitCadeXL/Puzzle/ButtonsTrail.hex;;;1.0;Press Play on Tape;This great little puzzle game was written by Wan Sou.;;https://community.arduboy.com/t/buttons-trail/9996;https://github.com/Press-Play-On-Tape/ButtonsTrail;;;;
12;8BitCADE_Tetris;8BitCadeXL/Puzzle/8BitCADE_Tetris.png;8BitCadeXL/Puzzle/8BitCADE_Tetris.hex;;;;;;;;;;;;
12;Pipes;8BitCadeXL/Puzzle/Pipes.png;8BitCadeXL/Puzzle/Pipes.hex;;;1.0;Press Play on Tape;A version of the classic pipes game where you must lay pipe between each pair of nodes without the pipes crossing each other. This version has puzzles ranging from 5 x 5 to 9 x 9.;;https://community.arduboy.com/t/pipes-game-5x5-to-9x9/3756;https://github.com/Press-Play-On-Tape/LayingPipe;16;22;0;
12;Alignment;8BitCadeXL/Puzzle/Alignment.png;8BitCadeXL/Puzzle/Alignment.hex;;;;;;;;;;;;
12;AMaze;8BitCadeXL/Puzzle/AMaze.png;8BitCadeXL/Puzzle/AMaze.hex;;;1.0;Keyboard_Camper;Navigate through randomly generated mazes.;;https://community.arduboy.com/t/a-maze-a-game-of-random-generated-mazes/5856;https://github.com/alojzjakob/A-Maze/tree/master/A-Maze-Arduboy;na;na;na;
12;ArduBrain;8BitCadeXL/Puzzle/ArduBrain.png;8BitCadeXL/Puzzle/ArduBrain.hex;;;1.0;renato-grottesi;ArduBrain is an application that helps you keeping your brain sharp training your reflexes, memory, focus and much more!;;https://community.arduboy.com/t/ardubrain-a-brain-trainer/8301;https://github.com/renato-grottesi/arduboy/tree/master/ardubrain;16;40;0;
12;ArduSays;8BitCadeXL/Puzzle/ArduSays.png;8BitCadeXL/Puzzle/ArduSays.hex;;;;;;;;;;;;
12;ArduTan;8BitCadeXL/Puzzle/ArduTan.png;8BitCadeXL/Puzzle/ArduTan.hex;;;;;;;;;;;;
12;Blocks;8BitCadeXL/Puzzle/Blocks.png;8BitCadeXL/Puzzle/Blocks.hex;;;1.0;w3woody;A puzzle game where you move boxes to where they belong.;;https://community.arduboy.com/t/blocks-move-boxes-around-puzzle-game/1233;https://github.com/w3woody/blocks;16;16;0;
12;BPOP;8BitCadeXL/Puzzle/BPOP.png;8BitCadeXL/Puzzle/BPOP.hex;;;;;;;;;;;;
12;Checkers;8BitCadeXL/Puzzle/Checkers.png;8BitCadeXL/Puzzle/Checkers.hex;;;;;;;;;;;;
12;Chie Magari Ita;8BitCadeXL/Puzzle/Chiemagari.png;8BitCadeXL/Puzzle/Chiemagari.hex;;;1.0;Obono;A puzzle game. Tere are 10 different pieces. You must place all of them into the frame without overlapping.;;https://community.arduboy.com/t/chie-magari-ita-a-placing-puzzle-game/5178;https://github.com/obono/ArduboyWorks;32;895;0;
12;Circuit Dude;8BitCadeXL/Puzzle/Circuit Dude.png;8BitCadeXL/Puzzle/Circuit Dude.hex;;;3.2;Crait;Help Circuit Dude build an awesome invention by leading him through 75 unique levels, completing circuits and plugging in microchips. After all chips are inserted into their sockets, the exit will activate and you can advance to the next puzzle! What kind of secret invention is Circuit Dude building? Complete all of the levels to find out!;;https://community.arduboy.com/t/circuit-dude-3-2-update-75-levels-level-editor-sharing-tool/2490;http://crait.net/download.php?file=CircuitDude.ino;106;526;0;
12;Connect Four;8BitCadeXL/Puzzle/ConnectFour.png;8BitCadeXL/Puzzle/ConnectFour.hex;;;;;;;;;;;;
12;Count Down;8BitCadeXL/Puzzle/CountDown.png;8BitCadeXL/Puzzle/CountDown.hex;;;1.0;DarkestSpire;This game is based on the board game Count Down. In this game you roll two dice and then Add, Subtract, Multiply, or Divide the dice to eliminate a number 1 though 10. If it has already been picked, or the number is invalid you get a strike. Three strikes and you lose.;;;https://github.com/DarkestSpire/Count_Down;;;;
12;Diamonds;8BitCadeXL/Puzzle/Diamonds.png;8BitCadeXL/Puzzle/Diamonds.hex;;;1.0;redbug;Diamonds is a mix between a breakout game and a puzzle game. Original game was released on HP48 more than 20 years ago.;;https://community.arduboy.com/t/diamonds-a-breakout-puzzle-game-1st-kyuran-game/3368;https://github.com/kyuranGames/diamonds;na;na;na;
12;Escape the Grid;8BitCadeXL/Puzzle/Escape the Grid.png;8BitCadeXL/Puzzle/Escape the Grid.hex;;;;;;;;;;;;
